Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand
Kolkata,52241,Diesel,Manual,First,25.2,1248.0,74.0,5.0,2.9,13,Maruti
Coimbatore,25433,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.83,7,Maruti
Kochi,40611,Diesel,Manual,First,14.0,2179.0,138.1,7.0,8.15,10,Tata
Bangalore,72000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,2.0,17,Hyundai
Hyderabad,54631,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.25,9,Maruti
Bangalore,60000,Diesel,Manual,Second,17.8,1248.0,,5.0,3.4,18,Maruti
Coimbatore,24941,Petrol,Automatic,First,21.9,624.0,37.48,4.0,3.19,9,Tata
Ahmedabad,63939,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.75,8,Maruti
Delhi,35214,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,3.2,11,Maruti
Delhi,63000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.9,10,Maruti
Kochi,121377,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.8,13,Volkswagen
Chennai,100970,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,4.0,16,Volkswagen
Hyderabad,60000,Diesel,Automatic,Second,20.7,1496.0,113.98,5.0,23.5,11,Mini
Chennai,77650,Diesel,Manual,First,17.2,1396.0,53.5,5.0,1.15,17,Tata
Hyderabad,71297,Petrol,Manual,First,17.0,1086.0,,5.0,2.2,18,Hyundai
Mumbai,55001,Diesel,Automatic,Second,0.0,,,,26.5,17,Land
Bangalore,18955,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,10.65,10,Honda
Coimbatore,47877,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,35.68,9,Jaguar
Kochi,43368,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,31.94,8,Mercedes-Benz
Chennai,73000,Diesel,Manual,Third,18.3,1991.0,147.9,5.0,4.2,14,Chevrolet
Ahmedabad,72007,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.9,10,Mahindra
Kochi,56778,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,15.46,11,Mercedes-Benz
Kochi,20024,Petrol,Manual,First,18.2,1199.0,88.7,5.0,8.46,7,Honda
Kolkata,42103,Petrol,Manual,First,16.78,1496.0,88.73,5.0,3.25,12,Toyota
Hyderabad,67147,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.6,13,Maruti
Coimbatore,37806,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.2,9,Maruti
Pune,85000,Petrol,Manual,Third,19.0,998.0,66.1,5.0,1.8,16,Maruti
Chennai,35000,Petrol,Manual,First,25.4,624.0,37.48,4.0,1.6,14,Tata
Kolkata,72035,Diesel,Manual,First,25.5,1498.0,99.0,5.0,2.5,10,Ford
Jaipur,48500,Petrol,Manual,First,16.0,1368.0,90.0,5.0,2.5,14,Fiat
Coimbatore,28854,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.7,8,Ford
Hyderabad,92450,Petrol,Manual,First,15.4,1590.0,94.0,5.0,1.2,20,Maruti
Coimbatore,14351,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,35.55,9,BMW
Jaipur,51087,Diesel,Manual,First,17.9,1998.0,163.7,5.0,7.75,8,Chevrolet
Chennai,50000,Diesel,Manual,First,12.7,2609.0,116.6,8.0,1.94,20,Mahindra
Hyderabad,73000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.2,9,Tata
Ahmedabad,60000,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,3.8,14,Chevrolet
Chennai,50000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,15.65,9,Toyota
Coimbatore,36797,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.47,7,Mercedes-Benz
Kolkata,50000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,1.5,14,Maruti
Ahmedabad,94000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,8.85,12,Toyota
Bangalore,74000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,17.9,12,Toyota
Coimbatore,41016,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,5.08,11,Hyundai
Bangalore,67000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.25,13,Hyundai
Bangalore,76927,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,22.75,10,Audi
Kolkata,17088,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.46,15,Chevrolet
Pune,112808,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,2.05,18,Ford
Coimbatore,74980,Diesel,Manual,First,20.0,1399.0,68.0,5.0,4.08,11,Ford
Hyderabad,44600,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.55,11,Maruti
Mumbai,37000,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,14.0,12,Mercedes-Benz
Ahmedabad,21000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,10.9,9,Hyundai
Bangalore,81245,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.45,15,Maruti
Delhi,70000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,15.8,12,Mercedes-Benz
Mumbai,4018,Petrol,Manual,First,18.88,1499.0,110.4,5.0,8.25,8,Ford
Delhi,70000,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,8.5,12,Renault
Coimbatore,56532,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.54,9,Mahindra
Hyderabad,26875,Petrol,Manual,First,16.8,796.0,34.2,8.0,2.35,12,Maruti
Coimbatore,72599,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.32,10,Maruti
Jaipur,205000,Diesel,Manual,Second,13.1,2499.0,141.0,7.0,3.9,17,Ford
Hyderabad,98000,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.2,14,Hyundai
Mumbai,19500,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.85,7,Hyundai
Bangalore,68000,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,6.25,12,Maruti
Coimbatore,19654,Diesel,Automatic,First,14.0,2179.0,155.0,7.0,17.63,6,Mahindra
Mumbai,26000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,9.75,8,Maruti
Bangalore,10000,Petrol,Automatic,First,18.1,3498.0,306.0,2.0,55.0,10,Mercedes-Benz
Hyderabad,75020,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.1,14,Volkswagen
Hyderabad,157000,Diesel,Manual,First,12.55,2982.0,168.5,7.0,11.99,14,Toyota
Kochi,43773,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13.54,8,Mahindra
Mumbai,21000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,56.0,9,Mercedes-Benz
Chennai,23280,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.5,9,Honda
Pune,88000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.75,12,Maruti
Hyderabad,67000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5.6,11,Hyundai
Coimbatore,59636,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.2,8,Ford
Kolkata,11000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.35,7,Hyundai
Mumbai,60669,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.95,12,Honda
Hyderabad,12000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,8.5,7,Honda
Kolkata,35000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.5,12,Hyundai
Chennai,65000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.5,10,Honda
Kochi,39929,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.56,12,Maruti
Pune,49000,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.3,11,Maruti
Pune,77757,Diesel,Manual,Second,13.1,2446.0,75.0,10.0,3.5,21,Toyota
Kochi,21456,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.55,9,Hyundai
Bangalore,74000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,7.75,16,Skoda
Mumbai,37000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,5.25,10,Hyundai
Coimbatore,108640,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,23.29,12,BMW
Mumbai,38000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,23.99,9,BMW
Pune,80000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.79,15,Chevrolet
Mumbai,47000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,13.9,14,Mercedes-Benz
Kolkata,31000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,18.95,12,Audi
Kolkata,40000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.49,11,Maruti
Jaipur,4152,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.15,9,Renault
Mumbai,51000,Diesel,Manual,First,21.66,1498.0,108.62,5.0,6.45,8,Volkswagen
Ahmedabad,55000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.25,12,Volkswagen
Hyderabad,58500,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75,11,Maruti
Kochi,58620,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.14,8,Hyundai
Mumbai,29605,Petrol,Manual,First,18.3,1197.0,,5.0,2.44,13,Toyota
Jaipur,71172,Petrol,Manual,Third,17.0,1197.0,80.0,5.0,3.5,13,Hyundai
Chennai,12000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.3,8,Hyundai
Kolkata,25000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.75,11,Maruti
Bangalore,43000,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,8.2,8,Hyundai
Mumbai,57022,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,6.51,10,Volkswagen
Pune,92000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.25,10,Ford
Coimbatore,33372,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,6.21,11,Maruti
Kochi,52625,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.58,9,Hyundai
Chennai,215000,Diesel,Manual,First,14.02,2179.0,118.3,7.0,7.5,9,Mahindra
Delhi,65537,CNG,Manual,First,26.83,796.0,38.4,5.0,2.1,13,Maruti
Coimbatore,60138,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.09,11,Hyundai
Mumbai,84000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,10.75,11,Skoda
Mumbai,47000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,41.5,11,BMW
Hyderabad,33450,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.4,11,Maruti
Jaipur,125000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,6.25,12,Volkswagen
Pune,99606,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,10.5,14,BMW
Mumbai,64000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.25,11,Maruti
Hyderabad,51000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.2,12,Ford
Mumbai,57000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.95,11,Volkswagen
Coimbatore,48040,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,12.07,16,Audi
Pune,43200,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.6,8,Toyota
Delhi,66000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,5.7,12,Hyundai
Kolkata,31000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,1.75,12,Hyundai
Delhi,46000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,10.99,14,Audi
Kolkata,47346,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,14.5,13,Audi
Jaipur,100000,Diesel,Manual,First,17.0,1896.0,105.0,5.0,3.11,16,Skoda
Coimbatore,63856,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,13.96,10,Honda
Coimbatore,72996,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.11,10,Hyundai
Chennai,23000,Diesel,Manual,First,24.5,1498.0,98.6,7.0,6.9,11,Honda
Coimbatore,15985,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.77,7,Hyundai
Kolkata,98000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,5.5,14,Toyota
Hyderabad,70089,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.35,11,Hyundai
Chennai,99000,Diesel,Manual,Second,13.6,2523.0,63.0,7.0,4.5,14,Mahindra
Jaipur,72000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.75,11,Volkswagen
Coimbatore,44194,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,32.8,10,Jaguar
Mumbai,102000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.7,20,Maruti
Coimbatore,56652,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,50.29,7,Mercedes-Benz
Mumbai,41650,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.99,15,Toyota
Coimbatore,61717,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.57,10,Hyundai
Jaipur,25302,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.9,7,Hyundai
Coimbatore,47016,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.43,9,Hyundai
Bangalore,69000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.9,15,Hyundai
Delhi,32700,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.68,9,Honda
Coimbatore,101337,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,21.67,10,Toyota
Ahmedabad,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,12.5,14,Audi
Kochi,41736,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.92,7,Toyota
Jaipur,71649,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.75,11,Honda
Kochi,80606,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.96,10,Honda
Jaipur,63262,Petrol,Manual,First,21.7,999.0,67.0,5.0,3.25,8,Renault
Hyderabad,5456,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.65,7,Maruti
Pune,7500,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.0,8,Maruti
Delhi,66000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,5.5,14,Mahindra
Jaipur,66770,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.6,15,Hyundai
Kochi,58472,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.41,11,Hyundai
Kolkata,46687,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.7,14,Maruti
Chennai,77000,Petrol,Automatic,Fourth & Above,9.7,1995.0,163.5,5.0,5.5,17,Maruti
Kolkata,7000,Petrol,Automatic,First,14.33,1984.0,226.6,4.0,35.0,13,Audi
Mumbai,48000,Petrol,Automatic,Second,14.74,1991.0,184.0,5.0,9.75,14,Mercedes-Benz
Mumbai,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.25,12,Nissan
Ahmedabad,51530,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.2,10,Maruti
Bangalore,25789,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,6.85,11,Maruti
Delhi,48000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.5,10,Honda
Delhi,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,3.55,13,Maruti
Hyderabad,95637,CNG,Manual,Second,13.2,1495.0,93.7,5.0,1.9,15,Hyundai
Hyderabad,131000,Diesel,Manual,First,10.5,2609.0,120.0,7.0,3.6,17,Mahindra
Kochi,42076,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,21.8,10,Mercedes-Benz
Mumbai,76000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,13.5,13,Toyota
Bangalore,20487,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.66,9,Datsun
Delhi,43000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,3.75,15,Honda
Pune,17000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,32.0,7,Toyota
Coimbatore,60805,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8.07,9,Honda
Kochi,58775,Diesel,Manual,First,19.33,1968.0,138.1,5.0,5.64,13,Volkswagen
Hyderabad,70181,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,23.99,12,Audi
Coimbatore,85827,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.5,9,Maruti
Jaipur,58205,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,27.0,9,Mercedes-Benz
Mumbai,91000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.85,17,Maruti
Pune,74000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.35,13,Renault
Hyderabad,79324,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.3,15,Maruti
Bangalore,38623,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.0,12,Maruti
Coimbatore,59923,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.46,11,Maruti
Jaipur,23360,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.75,8,Hyundai
Kochi,61495,Petrol,Manual,Third,17.3,993.0,60.0,5.0,1.52,22,Maruti
Coimbatore,56661,Petrol,Manual,First,15.1,1196.0,73.0,7.0,3.61,13,Maruti
Coimbatore,40318,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,43.74,8,Audi
Chennai,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,20.0,11,Audi
Pune,103000,Diesel,Automatic,Second,0.0,799.0,,2.0,3.0,17,Smart
Hyderabad,130000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.65,15,Maruti
Mumbai,20000,Diesel,Manual,First,14.07,1978.0,83.1,10.0,5.25,12,Tata
Hyderabad,76000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,58.0,9,BMW
Mumbai,30000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.65,10,Honda
Delhi,150000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.5,10,Tata
Chennai,28000,Petrol,Automatic,First,16.93,1197.0,103.6,5.0,7.75,11,Volkswagen
Bangalore,74000,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.15,10,Maruti
Delhi,75000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,10.85,14,Toyota
Delhi,76000,Petrol,Automatic,Second,11.3,2360.0,170.0,5.0,5.53,15,Mitsubishi
Pune,64889,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,11.5,11,Volkswagen
Hyderabad,10000,Petrol,Manual,First,9.0,3436.0,,2.0,40.0,15,Porsche
Kolkata,43000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.25,10,Hyundai
Pune,47490,Petrol,Manual,First,17.5,1198.0,75.0,5.0,2.29,14,Skoda
Chennai,80000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.0,10,Ford
Bangalore,60000,Petrol,Manual,Second,18.2,1061.0,64.0,5.0,1.65,18,Maruti
Ahmedabad,6006,Petrol,Manual,First,20.73,1373.0,91.1,5.0,8.25,8,Maruti
Kochi,71703,Petrol,Automatic,First,14.74,1991.0,181.03,5.0,9.14,14,Mercedes-Benz
Hyderabad,33000,Petrol,Manual,First,17.8,1198.0,86.7,5.0,6.5,9,Honda
Kolkata,60000,Diesel,Manual,First,23.59,1364.0,,5.0,2.95,13,Toyota
Jaipur,91000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.75,10,Renault
Hyderabad,72000,LPG,Manual,First,26.2,998.0,58.2,5.0,2.85,13,Maruti
Kolkata,43000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,2.1,14,Volkswagen
Coimbatore,63770,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.55,8,Hyundai
Kolkata,43510,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,20.5,13,Jaguar
Mumbai,52000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,20.0,8,Jeep
Kochi,31427,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,59.72,7,Land
Kolkata,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5,9,Maruti
Ahmedabad,56000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.5,9,Maruti
Jaipur,76000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,2.15,18,Maruti
Coimbatore,53615,Diesel,Manual,First,22.7,1582.0,126.24,5.0,8.44,10,Hyundai
Bangalore,132000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,12.49,12,Mitsubishi
Pune,14800,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.48,8,Volkswagen
Hyderabad,35433,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.2,12,Maruti
Hyderabad,82966,Diesel,Manual,First,16.8,1493.0,110.0,5.0,7.2,12,Hyundai
Jaipur,96000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.8,11,Maruti
Kochi,39528,Diesel,Manual,First,25.32,1198.0,77.0,6.0,5.83,8,Mahindra
Coimbatore,92056,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.39,7,Toyota
Pune,14930,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.85,9,Maruti
Mumbai,38000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.21,9,Honda
Delhi,71000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.65,12,Hyundai
Delhi,71000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.7,13,Hyundai
Pune,50000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,30.0,10,Mercedes-Benz
Kochi,48163,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.85,9,Hyundai
Coimbatore,19168,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.93,8,Hyundai
Kolkata,26000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.6,9,Maruti
Kolkata,37400,Petrol,Manual,First,18.2,1199.0,82.5,5.0,1.89,11,Chevrolet
Mumbai,8682,Diesel,Automatic,First,0.0,1950.0,194.0,5.0,39.5,7,Mercedes-Benz
Mumbai,95000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.0,13,Skoda
Kolkata,34000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,9.95,16,Audi
Mumbai,95000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,9.45,11,Toyota
Coimbatore,13689,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,28.25,8,Mercedes-Benz
Jaipur,84000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.8,17,Hyundai
Kolkata,47000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,1.4,17,Maruti
Ahmedabad,60001,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,7.25,10,Skoda
Hyderabad,96000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.6,13,Maruti
Jaipur,47300,Petrol,Manual,Second,14.4,1599.0,94.0,5.0,1.2,21,Hyundai
Coimbatore,28246,Petrol,Manual,Second,17.8,1198.0,86.7,5.0,4.94,11,Honda
Delhi,65000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25,18,Maruti
Chennai,68000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.8,12,Volkswagen
Kochi,11209,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,31.15,6,Ford
Pune,41980,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.3,14,Hyundai
Bangalore,65000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.4,13,Chevrolet
Kolkata,38000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,2.0,15,Honda
Pune,51000,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1,11,Maruti
Kochi,33855,Petrol,Manual,First,15.0,1598.0,103.6,5.0,5.09,11,Skoda
Pune,146000,Petrol,Manual,Second,15.4,1590.0,94.0,5.0,1.05,19,Maruti
Bangalore,47037,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,7.0,10,Ford
Ahmedabad,58000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,2.5,15,Hyundai
Mumbai,61240,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,17.5,13,BMW
Chennai,91211,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,14,Maruti
Bangalore,84000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,17.75,12,Audi
Mumbai,64226,LPG,Manual,First,17.3,1061.0,57.5,5.0,1.45,17,Maruti
Bangalore,67000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.45,20,Toyota
Pune,106976,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,13.8,14,Volvo
Kolkata,27210,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.85,9,Honda
Delhi,26322,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.9,8,Maruti
Mumbai,9107,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.15,9,Maruti
Kochi,63983,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,16.56,10,Mercedes-Benz
Chennai,134000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,1.65,15,Maruti
Pune,11000,Petrol,Automatic,First,15.5,1595.0,120.7,5.0,16.0,10,Mercedes-Benz
Pune,93000,Petrol,Manual,First,0.0,1086.0,62.0,5.0,1.45,17,Hyundai
Coimbatore,24852,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,8.08,8,Maruti
Pune,37632,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,4.5,11,Hyundai
Chennai,55000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,4.3,12,Nissan
Hyderabad,81448,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.6,15,Maruti
Hyderabad,1900,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.45,7,Renault
Coimbatore,54957,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,5.37,13,Hyundai
Chennai,55000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,1.75,17,Maruti
Kolkata,21983,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,16.5,12,BMW
Delhi,76000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,19.0,12,BMW
Jaipur,65000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.8,9,Tata
Hyderabad,26000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.2,10,Hyundai
Kochi,11571,Petrol,Manual,First,16.8,796.0,34.2,8.0,3.8,6,Maruti
Hyderabad,81000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.1,11,Maruti
Coimbatore,23154,Diesel,Manual,First,23.0,1498.0,98.96,5.0,11.65,6,Ford
Mumbai,26856,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.15,11,Honda
Chennai,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5,8,Toyota
Bangalore,176000,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,4.3,17,Mahindra
Kolkata,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.25,15,Hyundai
Ahmedabad,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.75,11,Hyundai
Chennai,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.4,11,Mahindra
Coimbatore,56658,Diesel,Manual,First,20.64,1498.0,108.5,5.0,5.39,11,Volkswagen
Kochi,18592,Diesel,Manual,First,26.59,1248.0,74.0,5.0,8.51,6,Maruti
Pune,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,1.85,15,Tata
